Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,0.7898841037916202,0.8473128027568702,0.7658767292218869,0.8430764675140381,535796800.0,AAPL
2000-01-04,0.8153034579153242,0.8331908812665904,0.7621110984437448,0.7719966173171997,512377600.0,AAPL
2000-01-05,0.781410734913643,0.8327203458038124,0.7757623541955361,0.7832935452461243,778321600.0,AAPL
2000-01-06,0.7992989255776866,0.8058887358490333,0.7155085206031799,0.7155085206031799,767972800.0,AAPL
2000-01-07,0.7268063349400951,0.7606992368589767,0.7192751432040656,0.7494015693664551,460734400.0,AAPL
2000-01-10,0.7682301844367285,0.7701129944654048,0.7136257271247118,0.7362209558486938,505064000.0,AAPL
2000-01-11,0.722570185430362,0.7484603305564256,0.6816167992396356,0.6985628008842468,441548800.0,AAPL
2000-01-12,0.7155085132950346,0.7192749882400596,0.6514891990063875,0.6566677689552307,976068800.0,AAPL
2000-01-13,0.7116247957545575,0.7437521298000053,0.6966796677979378,0.7286888957023621,1032684800.0,AAPL
2000-01-14,0.7531671320067763,0.7701131291388976,0.7484601312516135,0.756462037563324,390376000.0,AAPL
2000-01-18,0.7606990776314656,0.7983575423961213,0.7564619378454258,0.7828227877616882,459177600.0,AAPL
2000-01-19,0.7955326155987441,0.8190692789805141,0.7785865679080657,0.8025939464569092,597643200.0,AAPL
2000-01-20,0.8699080530727306,0.9150977083001769,0.854844868183136,0.854844868183136,1831132800.0,AAPL
2000-01-21,0.860493249300577,0.860493249300577,0.8298960638256875,0.8383694887161255,495924800.0,AAPL
2000-01-24,0.8167156173479111,0.8491955618164211,0.7917668629010806,0.8002403378486633,440876800.0,AAPL
2000-01-25,0.7908254415105104,0.8520206121142121,0.7710552077073675,0.8454298973083496,497145600.0,AAPL
2000-01-26,0.8284838783361256,0.8600224402898213,0.8266011186964217,0.8298959732055664,367158400.0,AAPL
2000-01-27,0.8195396815769724,0.8510790960569572,0.8058885941454609,0.8284838199615479,340144000.0,AAPL
2000-01-28,0.8148327931055475,0.8350736911544147,0.757874763504425,0.7654059529304504,423348800.0,AAPL
2000-01-31,0.7606990698900252,0.7823520647026235,0.7117429404958592,0.7814106345176697,701680000.0,AAPL
2000-02-01,0.7832934241094509,0.790825468743934,0.7531670053480412,0.7550497651100159,318035200.0,AAPL
2000-02-02,0.7588160715461292,0.7691714490562601,0.7305715640660674,0.7442227005958557,464195200.0,AAPL
2000-02-03,0.7555204126204353,0.7851770186772831,0.7550496975823753,0.7781156897544861,475193600.0,AAPL
2000-02-04,0.7828228403974716,0.8284840179584981,0.7804693150322191,0.813420832157135,425320000.0,AAPL
2000-02-07,0.8134207137275193,0.8604931750731194,0.7978867647795626,0.8590810298919678,441067200.0,AAPL
2000-02-08,0.8586105776488046,0.8746151962767671,0.8378990080935333,0.8652012944221497,408643200.0,AAPL
2000-02-09,0.8595518092797232,0.8821470388970238,0.8468420994635696,0.8482541441917419,299364800.0,AAPL
2000-02-10,0.8501378177375468,0.8576690582270244,0.8284839678106916,0.854844868183136,302982400.0,AAPL
2000-02-11,0.8557861189371362,0.8595517388347521,0.8153034676077247,0.8190690875053406,212251200.0,AAPL
2000-02-14,0.8233053319544998,0.8727321200251847,0.8181276174180894,0.8722614049911499,367539200.0,AAPL
2000-02-15,0.8680254096928245,0.9033303542242012,0.8675546945292434,0.8962690234184265,485744000.0,AAPL
2000-02-16,0.8868540666954327,0.8896790611077456,0.8444886030246992,0.8595517873764038,378246400.0,AAPL
2000-02-17,0.867554769885804,0.8699082453494583,0.8520208664623093,0.8652012944221497,289497600.0,AAPL
2000-02-18,0.8633181483432489,0.8689665278131332,0.8350736867482073,0.8378987312316895,233441600.0,AAPL
2000-02-22,0.8294252389782603,0.8807348343044845,0.8035350586704019,0.857198178768158,422296000.0,AAPL
2000-02-23,0.8528439867857041,0.8962689398159304,0.8360151922070378,0.875556468963623,473099200.0,AAPL
2000-02-24,0.8835593327513213,0.8972104750540901,0.841664525772833,0.8676719665527344,376432000.0,AAPL
2000-02-25,0.8647303554177656,0.881205684986234,0.8294253666776735,0.831308126449585,249144000.0,AAPL
2000-02-28,0.8294255809131668,0.8661426238263126,0.8162451529601147,0.8529621958732605,328328000.0,AAPL
2000-02-29,0.8553153861197968,0.8830883783773159,0.8477834425703885,0.863318145275116,368961600.0,AAPL
2000-03-01,0.8929739767599728,0.9946509499974728,0.8925032616707553,0.98147052526474,1077003200.0,AAPL
