Date,Open,High,Low,Close,Volume,Ticker
2000-01-03,36.11406557630278,36.498666913643596,34.46027982573727,35.86407470703125,53228400.0,MSFT
2000-01-04,34.94101587649058,36.03712919787747,34.537184652821736,34.652565002441406,54119000.0,MSFT
2000-01-05,34.191047911458064,35.806373009637184,33.652606212065024,35.017940521240234,64059600.0,MSFT
2000-01-06,34.5179696299813,35.03718142942949,33.344935564561325,33.84491729736328,54976600.0,MSFT
2000-01-07,33.42185184652058,34.53719557902817,33.01802049509542,34.28720474243164,62013600.0,MSFT
2000-01-10,34.90258762724947,34.97950793056021,34.26799512493584,34.53721618652344,44963600.0,MSFT
2000-01-11,34.30644070870536,35.152563685825896,33.44108766392299,33.652618408203125,46743600.0,MSFT
2000-01-12,33.38339226188141,33.49877264988331,32.13343805852756,32.55649948120117,66532400.0,MSFT
2000-01-13,32.11421362835428,33.421858255137565,31.229630498471465,33.17186737060547,83144000.0,MSFT
2000-01-14,32.9795800444809,35.05642823387095,32.53728830044413,34.53721618652344,73416400.0,MSFT
2000-01-18,34.40260047395701,35.84485594379869,34.383370401025786,35.47948455810547,81483600.0,MSFT
2000-01-19,33.99876270115932,34.306443811577054,32.61419770427953,32.921878814697266,97568200.0,MSFT
2000-01-20,32.94110024200295,33.74876294495924,32.57572901923701,32.61418914794922,56349800.0,MSFT
2000-01-21,32.92187865843256,32.99879893567189,31.768074499842633,31.92191505432129,68416200.0,MSFT
2000-01-24,31.936327405623445,32.518036816443924,31.018091889369632,31.15270233154297,63597600.0,MSFT
2000-01-25,31.075800284063927,31.96038370799149,30.633508572100144,31.633472442626953,59823200.0,MSFT
2000-01-26,31.51809071714773,31.84500196924749,30.498896813542586,30.575817108154297,49365000.0,MSFT
2000-01-27,30.734469013878062,31.133493091486677,29.921998301638833,30.383520126342773,63654800.0,MSFT
2000-01-28,30.19120181183172,30.845024016673936,29.921980903955514,30.22966194152832,58225400.0,MSFT
2000-01-31,30.037364248419475,30.210434849082585,29.19124131184428,30.11428451538086,73194200.0,MSFT
2000-02-01,30.3065878260693,31.768073025803606,30.056596936641064,31.67192268371582,70196600.0,MSFT
2000-02-02,31.518086399709816,31.979608104159503,30.921954198128972,31.018104553222656,49915600.0,MSFT
2000-02-03,31.402697902536794,32.056520149129724,30.806565854172653,31.88344955444336,49186000.0,MSFT
2000-02-04,32.11421713731156,33.229561205553516,32.04210437427867,32.787269592285156,55365400.0,MSFT
2000-02-07,32.86417822709257,32.8834082904203,32.07574563065559,32.806488037109375,40005800.0,MSFT
2000-02-08,32.74881475035476,33.84492892579235,32.74881475035476,33.82569885253906,56229000.0,MSFT
2000-02-09,33.671848595142365,33.671848595142365,31.96037256717682,31.99883270263672,55090000.0,MSFT
2000-02-10,31.96517447593077,32.78725972715414,31.537305544007495,32.61418914794922,54527800.0,MSFT
2000-02-11,32.268045832172945,32.268045832172945,30.498880029693854,30.748870849609375,115559000.0,MSFT
2000-02-14,31.147903295801754,31.30655136012672,30.479658418796593,30.652729034423828,81028600.0,MSFT
2000-02-15,30.691192259271457,30.768112540623015,30.191210430486336,30.325820922851562,71027600.0,MSFT
2000-02-16,30.5373505849997,30.825801629568335,29.88352821731079,30.037368774414062,65202600.0,MSFT
2000-02-17,30.306587803169354,30.671959102826854,29.888333815403534,30.652729034423828,80343400.0,MSFT
2000-02-18,30.768117208687745,30.787347281943177,29.1912512017425,29.24894142150879,79063000.0,MSFT
2000-02-22,29.268177167166876,29.883539630602712,28.55666431881919,28.86434555053711,66296200.0,MSFT
2000-02-23,28.76818439878266,29.460466911052833,28.325892793721167,28.998945236206055,75847200.0,MSFT
2000-02-24,28.99893810503716,29.498919796503316,28.306655763007093,29.15277862548828,69733200.0,MSFT
2000-02-25,29.133542783451276,29.138350298762077,27.845128680156733,28.09511947631836,65301400.0,MSFT
2000-02-28,27.768219035802847,28.345121093333375,27.11439670393491,28.17205047607422,76131800.0,MSFT
2000-02-29,28.229749095356546,28.229749095356546,27.345165676837198,27.499006271362305,58437400.0,MSFT
2000-03-01,27.575905418527267,28.950854677540306,27.364374763294492,27.94127655029297,106889800.0,MSFT
2000-03-02,28.24896937808199,29.345083234140994,28.037438633930254,28.729721069335938,106932600.0,MSFT
2000-03-03,29.152784206157232,30.4219687428369,28.88356324383124,29.57584571838379,101435200.0,MSFT
2000-03-06,29.537386179956897,29.96044770076357,27.729759681964744,27.88360023498535,93609400.0,MSFT
2000-03-07,29.575839603572966,29.998901028331485,28.28742526453565,28.575876235961914,135061000.0,MSFT
2000-03-08,28.864331019010475,29.59507357645378,27.998977990459196,29.402772903442383,94290000.0,MSFT
2000-03-09,29.325846016407013,30.76810073852539,29.22969570159912,30.76810073852539,88198800.0,MSFT
2000-03-10,30.633498833911254,31.53731204495572,30.61426876559116,31.075790405273438,85589000.0,MSFT
2000-03-13,30.03736769423193,30.845030589979523,29.998907556339184,30.152748107910156,61831800.0,MSFT
2000-03-14,30.34503563067603,30.537336236700593,29.26815223693848,29.268152236938477,73489200.0,MSFT
2000-03-15,29.095096139420377,29.72968845442426,28.825875157297517,29.3450870513916,53208000.0,MSFT
2000-03-16,29.518157682756296,29.748918524575892,28.691264666236087,29.3450870513916,77300800.0,MSFT
2000-03-17,29.3066322470611,30.61427725546015,29.07587136322597,30.575817108154297,81161600.0,MSFT
2000-03-20,30.383499155301642,30.691180159405963,29.69121689606692,29.960437774658203,47773000.0,MSFT
2000-03-21,29.768141029524976,31.72960768650918,29.69122076846677,31.614227294921875,81648800.0,MSFT
2000-03-22,31.6334654517093,32.49881860996274,31.11425355675723,31.768075942993164,93975800.0,MSFT
2000-03-23,32.86418973400606,34.72950652990927,32.80649952382349,34.42182540893555,148224000.0,MSFT
2000-03-24,34.652582950944264,35.383325543694475,33.710309607661095,34.364131927490234,112196800.0,MSFT
2000-03-27,33.15743619729807,33.306469185860664,31.979594836077535,32.0180549621582,111434000.0,MSFT
2000-03-28,31.883451408079956,33.056485506929704,31.498850064194794,32.0949821472168,81114400.0,MSFT
2000-03-29,32.364217501270524,33.51802204677037,32.344987425512194,32.97957992553711,64363800.0,MSFT
2000-03-30,32.67189082845667,33.42186360203514,31.537316632530278,31.806537628173828,64178400.0,MSFT
2000-03-31,32.61418844784008,33.30647074979895,32.03728652954102,32.69110870361328,64281400.0,MSFT
2000-04-03,29.056631720541596,29.691223942102067,27.691296940820582,27.96051788330078,260118200.0,MSFT
2000-04-04,28.172043616618588,28.306654063933486,26.13365684299294,27.249000549316406,181244400.0,MSFT
2000-04-05,27.15286428227956,27.229784577696783,26.422121475815946,26.57596206665039,82887600.0,MSFT
2000-04-06,27.03747912617617,27.075939267180686,26.234623682706854,26.4605770111084,66421400.0,MSFT
2000-04-07,26.768256900185033,27.498999545448704,26.152894672594574,27.402849197387695,82613600.0,MSFT
2000-04-10,27.26823192865154,27.26823192865154,26.460569205800084,26.479799270629883,60685400.0,MSFT
2000-04-11,26.191352611149476,26.479803631096054,25.69137084324207,25.806751251220703,71961800.0,MSFT
2000-04-12,25.26831676753487,25.306776914821832,24.229892790786863,24.42219352722168,153003800.0,MSFT
2000-04-13,24.883703992945915,25.306765420955813,24.306802045659687,24.38372230529785,94316200.0,MSFT
2000-04-14,24.345273508390328,24.460653951558054,22.537646565429274,22.806867599487305,151217800.0,MSFT
2000-04-17,22.84531334715188,23.38375507587263,22.46071211235134,23.345294952392578,119772200.0,MSFT
2000-04-18,23.53760680678836,25.21062297687871,23.345306097582572,24.787561416625977,91794600.0,MSFT
2000-04-19,25.05677029440761,25.07600035603033,24.03757702840331,24.210647583007812,53715400.0,MSFT
2000-04-20,24.191418733090895,24.57601998480935,23.845277606544283,24.287569046020508,52387400.0,MSFT
2000-04-24,20.691554922994932,20.922315758567365,19.999272416277627,20.49925422668457,313645800.0,MSFT
2000-04-25,21.15307060447899,21.383831374709672,20.806929449132973,21.34537124633789,159517400.0,MSFT
2000-04-26,21.537675857543945,21.883817076683044,20.730013012886047,20.922313690185547,107091200.0,MSFT
2000-04-27,20.749249126191852,21.518452059507585,20.73001905285896,21.479991912841797,77669800.0,MSFT
2000-04-28,21.768437395813645,21.845357669297083,20.99923466097924,21.460756301879883,78082600.0,MSFT
2000-05-01,22.422266248337763,22.768407579787233,22.056894842918883,22.5953369140625,107811000.0,MSFT
2000-05-02,22.403029278054007,22.614560026602156,21.383835671412925,21.499216079711914,97716200.0,MSFT
2000-05-03,21.65306036571574,21.787670865324984,21.172308581397004,21.710750579833984,55354800.0,MSFT
2000-05-04,21.633830658608872,21.922281734056988,21.326149511464212,21.672290802001953,43317200.0,MSFT
2000-05-05,21.614600484945232,22.09535227509081,21.499220055310293,21.883821487426758,36402200.0,MSFT
2000-05-08,21.826133232833875,21.96074374616413,21.44153176617601,21.479991912841797,36187600.0,MSFT
2000-05-09,21.595370564262986,21.672290851223853,20.76847747943368,20.864627838134766,60778400.0,MSFT
2000-05-10,20.845394822535816,20.883854960584774,20.23003261375247,20.364643096923828,67740000.0,MSFT
2000-05-11,20.49925067894586,20.960772270216687,20.230029750704546,20.883852005004883,58390800.0,MSFT
2000-05-12,21.056912367610256,21.46074356370141,20.99922219674009,21.172292709350586,37886000.0,MSFT
2000-05-15,21.22999086122255,21.36460131052378,20.922309834248313,21.34537124633789,33899600.0,MSFT
2000-05-16,21.403076360551573,21.729987679625587,21.24923573981086,21.383846282958984,48410600.0,MSFT
2000-05-17,21.19153166653817,21.268451926670796,20.69154997567611,20.826160430908203,53242000.0,MSFT
2000-05-18,20.941545167658212,20.941545167658212,20.268492751801432,20.364643096923828,53640400.0,MSFT
2000-05-19,20.114659290148822,20.287729972377633,19.845438228903998,20.018508911132812,66578000.0,MSFT
2000-05-22,20.037733900744357,20.076194042588394,19.210840851097515,19.749282836914062,69955000.0,MSFT
2000-05-23,19.653131569882174,20.172343460671627,19.403140659502068,19.441600799560547,57963200.0,MSFT
2000-05-24,19.422362266664166,20.480015657423106,19.38390214336384,20.172334671020508,85482400.0,MSFT
2000-05-25,19.86466747376977,19.922357698766195,18.80701334883527,18.922393798828125,94348800.0,MSFT
2000-05-26,19.095456954785305,19.26852756162626,18.576245134262443,18.903156280517578,55822000.0,MSFT
2000-05-30,19.21084506130783,19.730057089991824,19.076234535352718,19.499296188354492,68536400.0,MSFT
2000-05-31,19.581010948527943,19.60024101083929,19.09545187516646,19.249292373657227,54968200.0,MSFT
2000-06-01,19.80697386262493,20.306955727118375,19.633903217223352,19.86466407775879,94507200.0,MSFT
