Date,Open,High,Low,Close,Volume,Ticker,Pct_Change,MA7,MA30,RSI,Momentum,Volatility
2000-02-14,3.784374952316284,3.787499904632568,3.678124904632568,3.721874952316284,103394000.0,AMZN,-0.022969671999252483,3.8839285373687744,3.543020828564962,54.300515422879116,0.4937498569488521,0.26874612968699785
2000-02-15,3.671875,3.809375047683716,3.53125,3.690624952316284,128490000.0,AMZN,-0.008396305733096132,3.8499999727521623,3.5170833269755044,57.96460247943503,0.31874990463256836,0.22439852896223675
2000-02-16,3.637500047683716,3.671875,3.53125,3.534374952316284,85204000.0,AMZN,-0.04233700308722388,3.8191963945116316,3.4983333190282186,53.2608695652174,0.0625,0.2130988581510926
2000-02-17,3.5625,3.565624952316284,3.400000095367432,3.450000047683716,122592000.0,AMZN,-0.023872652384340998,3.718303544180734,3.497083322207133,56.778682038379834,-0.7593748569488525,0.210922426368061
2000-02-18,3.421875,3.450000047683716,3.1937499046325684,3.237499952316284,174528000.0,AMZN,-0.06159422968996808,3.6075892789023265,3.495729152361552,50.169488953799565,-0.6906249523162837,0.26535013216905784
2000-02-22,3.246875047683716,3.325000047683716,3.153125047683716,3.1781249046325684,113716000.0,AMZN,-0.01833978333844788,3.5174106870378767,3.485729146003723,46.38694352656066,-0.5718750953674316,0.3145550500500614
2000-02-23,3.243750095367432,3.587500095367432,3.234375,3.5218749046325684,168824000.0,AMZN,0.10816126184938035,3.4763392380305698,3.4878124793370566,50.85470005352804,-0.6343750953674316,0.26311703702743766
2000-02-24,3.528125047683716,3.5687499046325684,3.28125,3.421875,117386000.0,AMZN,-0.028393939972436666,3.4334821019853865,3.4906249761581423,32.786886612809255,-0.5906248092651367,0.22253669778731086
2000-02-25,3.371875047683716,3.46875,3.259375095367432,3.456249952316284,97410000.0,AMZN,0.010045648165489363,3.3999999591282437,3.4998958110809326,38.437978918334046,-0.35312509536743164,0.20163746767078156
2000-02-28,3.328125,3.359375,3.206249952316284,3.2874999046325684,101154000.0,AMZN,-0.0488246075983666,3.364732095173427,3.4995833079020184,38.61538226787861,-0.5218751430511475,0.17963239875382983
2000-02-29,3.299999952316284,3.4484379291534424,3.293750047683716,3.4437499046325684,142970000.0,AMZN,0.04752851848902595,3.3638392175946916,3.507291634877523,29.999997323019457,-0.2781250476837158,0.15231468937500425
2000-03-01,3.3812499046325684,3.424999952316284,3.25,3.293750047683716,111534000.0,AMZN,-0.04355712845089921,3.3718749455043246,3.5102083047231036,29.895107809900523,-0.39687490463256836,0.12359628910265862
2000-03-02,3.246875047683716,3.25,3.109375,3.128124952316284,159602000.0,AMZN,-0.050284658207111144,3.364732095173427,3.503124968210856,30.535711560930523,-0.40625,0.1344210246219913
2000-03-03,3.1624999046325684,3.237499952316284,3.103125095367432,3.125,121190000.0,AMZN,-0.0009989857706835803,3.308035680225917,3.4993749698003134,30.481281531601667,-0.3250000476837158,0.14429996359351538
2000-03-06,3.143749952316284,3.362499952316284,3.140625,3.196875095367432,153316000.0,AMZN,0.023000030517578374,3.275892836706979,3.502499969800313,34.89209003289561,-0.040624856948852095,0.147093122328117
2000-03-07,3.243750095367432,3.290625095367432,3.106250047683716,3.174999952316284,83576000.0,AMZN,-0.0068426642889010125,3.2357142652784074,3.491458304723104,35.081375145172345,-0.0031249523162841797,0.14739635856095623
2000-03-08,3.1624999046325684,3.237499952316284,3.028125047683716,3.181250095367432,118814000.0,AMZN,0.001968549022052235,3.2205357210976735,3.482083304723104,38.81188741070024,-0.3406248092651363,0.13004612332683926
2000-03-09,3.150000095367432,3.450000047683716,3.109375,3.440624952316284,166250000.0,AMZN,0.08153236909180972,3.2200892993382046,3.4887499729792277,49.73261763001929,0.01874995231628418,0.13257471460980333
2000-03-10,3.362499952316284,3.426563024520874,3.25,3.34375,74270000.0,AMZN,-0.02815620814790243,3.2272321496691023,3.488645807902018,53.244276170678866,-0.11249995231628418,0.11939742107443448
2000-03-13,3.200000047683716,3.331249952316284,3.150000095367432,3.265625,112686000.0,AMZN,-0.02336448598130836,3.2468750136239186,3.494687477747599,52.64151231297907,-0.02187490463256836,0.11906935458785245
2000-03-14,3.3031249046325684,3.346874952316284,3.168750047683716,3.28125,96106000.0,AMZN,0.004784688995215225,3.2691964421953474,3.496458307902018,40.94118006089155,-0.16249990463256836,0.10079759095659746
2000-03-15,3.237499952316284,3.2562499046325684,3.0999999046325684,3.1875,121654000.0,AMZN,-0.02857142857142858,3.267857142857143,3.4903124729792276,41.13475241263804,-0.10625004768371582,0.1004676448852969
2000-03-16,3.112499952316284,3.3187499046325684,3.0,3.3125,194062000.0,AMZN,0.03921568627450989,3.2875000068119595,3.484999974568685,44.91150662803583,0.18437504768371582,0.09600356524689312
2000-03-17,3.3031249046325684,3.3187499046325684,3.2249999046325684,3.2406249046325684,105970000.0,AMZN,-0.021698141997715248,3.2959821224212646,3.4527083079020184,48.21852757418634,0.11562490463256836,0.08554358376841423
2000-03-20,3.174999952316284,3.2249999046325684,3.118750095367432,3.2093749046325684,116270000.0,AMZN,-0.00964320182669931,3.262946401323591,3.4287499745686847,40.157481891705075,0.012499809265136275,0.08456382575841222
2000-03-21,3.2562499046325684,3.650000095367432,3.112499952316284,3.618750095367432,341658000.0,AMZN,0.12755605153637606,3.302232129233224,3.424374977747599,61.20689414202475,0.4437501430511479,0.13450173909286586
2000-03-22,3.543750047683716,3.700000047683716,3.462500095367432,3.534374952316284,231328000.0,AMZN,-0.023316101092242136,3.340624979564122,3.403645809491475,64.84017644448066,0.3531248569488521,0.14354192061972368
2000-03-23,3.4749999046325684,3.546875,3.375,3.384375095367432,108842000.0,AMZN,-0.04244027840072495,3.3553571360451833,3.3827083190282186,58.55670148501006,-0.056249856948852095,0.14037751712083418
2000-03-24,3.731250047683716,3.762500047683716,3.565624952316284,3.634375095367432,194920000.0,AMZN,0.07386888065161656,3.419196435383388,3.3768749872843427,62.91512624252121,0.2906250953674321,0.1689248528020641
2000-03-27,3.612499952316284,3.756249904632568,3.587500095367432,3.65625,94972000.0,AMZN,0.006018890196680893,3.4683035782405307,3.3717708190282187,64.20664227419,0.390625,0.18709711927974132
2000-03-28,3.618750095367432,3.637500047683716,3.473438024520874,3.5062499046325684,103952000.0,AMZN,-0.0410256671090411,3.5062500068119595,3.3645833174387616,58.84353176591669,0.22499990463256836,0.18393872663280636
2000-03-29,3.4749999046325684,3.493750095367432,3.25,3.3125,117730000.0,AMZN,-0.0552584413268945,3.520982163293021,3.351979152361552,46.384481355281764,0.125,0.16942032627291118
2000-03-30,3.2249999046325684,3.368750095367432,3.200000047683716,3.325000047683716,100680000.0,AMZN,0.00377359930074439,3.479017870766776,3.3449999888738,49.44444593578678,0.01250004768371582,0.1684105100418874
2000-03-31,3.337500095367432,3.356250047683716,3.150000095367432,3.3499999046325684,102310000.0,AMZN,0.007518753861753602,3.4526785782405307,3.341666650772095,52.581258882117254,0.109375,0.15703279305751253
2000-04-03,3.2718749046325684,3.284374952316284,3.0999999046325684,3.1781249046325684,97308000.0,AMZN,-0.05130597160982653,3.4232142652784074,3.339687482515971,47.12041633856722,-0.03125,0.16263352465297773
2000-04-04,3.143749952316284,3.2718749046325684,2.7874999046325684,3.196875095367432,286360000.0,AMZN,0.0058997652066892226,3.3607142652784074,3.3403124888737996,50.27322677753052,-0.421875,0.16860365791658877
2000-04-05,3.087500095367432,3.246875047683716,3.025000095367432,3.109375,98000000.0,AMZN,-0.02737050799833496,3.2825892652784074,3.326562492052714,43.94785984876469,-0.4249999523162842,0.1858401739514485
2000-04-06,3.171875,3.275000095367432,3.09375,3.212500095367432,120654000.0,AMZN,0.033165859816661536,3.2406250068119595,3.3195833285649616,49.17733665846543,-0.171875,0.1917357211351126
2000-04-07,3.2562499046325684,3.431250095367432,3.206249952316284,3.378124952316284,121046000.0,AMZN,0.05155637417340175,3.25,3.316979161898295,54.576271887792565,-0.2562501430511479,0.1644038894296433
2000-04-10,3.362499952316284,3.421875,3.1624999046325684,3.168750047683716,90472000.0,AMZN,-0.061979621117628,3.2276785714285716,3.3130208333333333,36.311785224705254,-0.4874999523162842,0.12098765107988328
