Date,Open,High,Low,Close,Volume,Ticker,Pct_Change,MA7,MA30,RSI,Momentum,Volatility
2000-02-14,0.8233053319544998,0.8727321200251847,0.8181276174180894,0.8722614049911499,367539200.0,AAPL,0.0649424063210815,0.8474475230489459,0.7926299234231313,53.65849813010709,0.09085077047348022,0.04721618705900793
2000-02-15,0.8680254096928245,0.9033303542242012,0.8675546945292434,0.8962690234184265,485744000.0,AAPL,0.02752342163702659,0.8592829789434161,0.7944030086199443,58.845616310018336,0.14121925830841064,0.04642742649107575
2000-02-16,0.8868540666954327,0.8896790611077456,0.8444886030246992,0.8595517873764038,378246400.0,AAPL,-0.04096675784016368,0.8593502300126212,0.7973215142885844,53.78434695231831,0.1153290867805481,0.03401743880948244
2000-02-17,0.867554769885804,0.8699082453494583,0.8520208664623093,0.8652012944221497,289497600.0,AAPL,0.0065726197405624465,0.8593502300126212,0.8000517725944519,64.13325382705561,0.08708560466766357,0.024292174866538684
2000-02-18,0.8633181483432489,0.8689665278131332,0.8350736867482073,0.8378987312316895,233441600.0,AAPL,-0.03155631338796716,0.8578708853040423,0.8041314462820689,57.75191243117481,0.024477899074554443,0.020546026560705474
2000-02-22,0.8294252389782603,0.8807348343044845,0.8035350586704019,0.857198178768158,422296000.0,AAPL,0.023033150447786088,0.858207072530474,0.8077246665954589,64.29496831822507,-0.0018828511238098145,0.020541235433174043
2000-02-23,0.8528439867857041,0.8962689398159304,0.8360151922070378,0.875556468963623,473099200.0,AAPL,0.02141662295858704,0.8662766984530857,0.81236918369929,67.9998418468885,0.010355174541473389,0.021218261154390614
2000-02-24,0.8835593327513213,0.8972104750540901,0.841664525772833,0.8676719665527344,376432000.0,AAPL,-0.00900513295301375,0.8656210643904549,0.8180061558882396,63.21626880772148,0.01941782236099243,0.02105306097616746
2000-02-25,0.8647303554177656,0.881205684986234,0.8294253666776735,0.831308126449585,249144000.0,AAPL,-0.041909663449913204,0.856340936252049,0.8238275011380514,52.631494951914775,-0.023536741733551025,0.022988718460269706
2000-02-28,0.8294255809131668,0.8661426238263126,0.8162451529601147,0.8529621958732605,328328000.0,AAPL,0.02604818686923882,0.8553995660373143,0.8279699444770813,49.03141108828004,0.03389310836791992,0.018671895149619352
2000-02-29,0.8553153861197968,0.8830883783773159,0.8477834425703885,0.863318145275116,368961600.0,AAPL,0.012141158719529255,0.8551305447305951,0.8315318147341411,49.70584894523096,-0.008943259716033936,0.018314624348533197
2000-03-01,0.8929739767599728,0.9946509499974728,0.8925032616707553,0.98147052526474,1077003200.0,AAPL,0.13685844625908117,0.8756408010210309,0.8381534059842427,65.80999820041899,0.08520150184631348,0.04165247212915491
2000-03-02,0.9565223359494852,0.9635828590328576,0.9089783162765576,0.918863832950592,311259200.0,AAPL,-0.06378866272857309,0.8844501801899501,0.8420290688673655,56.70608173919819,0.05931204557418823,0.04426478685436249
2000-03-03,0.940517207220516,0.9658194783967052,0.9038010240675788,0.9640538692474364,323366400.0,AAPL,0.04918034062972443,0.8970926659447807,0.8456693689028422,64.89362236254031,0.09885257482528675,0.05213559176161516
2000-03-06,0.9489903896203224,0.9725270443686184,0.9414583463579106,0.9466369152069092,210560000.0,AAPL,-0.018066370143945742,0.908373372895377,0.8492782831192016,58.246370065021225,0.10873818397521973,0.05255123554679837
2000-03-07,0.9522855879318936,0.9598176335189638,0.9122735943541728,0.9254540205001832,273011200.0,AAPL,-0.022377000480797826,0.9218227863311768,0.853452072540919,53.25627752646259,0.06825584173202526,0.05138510946582317
2000-03-08,0.9254536410872554,0.9334563985330846,0.8929737064125685,0.918863832950592,271230400.0,AAPL,-0.007121031843407399,0.9312373059136527,0.8558998703956604,57.09461815123601,0.043307363986968994,0.05066035744077842
2000-03-09,0.91039051148533,0.9414583030387602,0.8906202815124845,0.9207467436790466,276718400.0,AAPL,0.002049172751100947,0.9394413913999285,0.8589282294114431,56.7044893051691,0.053074777126312256,0.048822156296619366
2000-03-10,0.9165104350924276,0.9635829392692794,0.911331866337008,0.9471076130867004,248606400.0,AAPL,0.028629880679591713,0.9345324039459229,0.8628823558489481,63.21184850260463,0.11579948663711548,0.040479972458841225
2000-03-13,0.9198056392034656,0.9527563023073766,0.900034597765624,0.9136857390403748,303956800.0,AAPL,-0.03528835961670829,0.9337926762444633,0.8678250153859456,56.60794634791357,0.06072354316711426,0.03239560374958623
2000-03-14,0.9129793450391948,0.9358099778260858,0.8586102039283628,0.8604930639266968,428579200.0,AAPL,-0.05821769218981698,0.9189982754843575,0.8704610963662466,48.370663615359994,-0.0028250813484191895,0.033047669756950365
2000-03-15,0.8708495188842208,0.9056837450027369,0.8595518532187199,0.875556468963623,443609600.0,AAPL,0.017505550792225266,0.9088439260210309,0.8744779864947001,50.83978685107611,-0.10591405630111694,0.03156450232004441
2000-03-16,0.8835595267154774,0.9188644798356866,0.8623763336142103,0.9155687689781188,378100800.0,AAPL,0.04569927975274668,0.9074317472321647,0.8801895221074422,58.90547824063417,-0.0032950639724732556,0.03158496981322745
2000-03-17,0.9047423445752986,0.941458523273468,0.9009758194431,0.941458523273468,305043200.0,AAPL,0.0282772361537027,0.9106595601354327,0.8856342832247416,59.270147333656176,-0.022595345973968395,0.02866218712552379
2000-03-20,0.9301615419127488,0.9508731011830728,0.9216880690879748,0.9263951182365416,204489600.0,AAPL,-0.016000072934228338,0.9114664707865033,0.8894000927607218,56.54289692422214,-0.020241796970367543,0.026966460268308633
2000-03-21,0.923100663742527,1.0299561314745806,0.916040136859046,1.0163050889968872,524328000.0,AAPL,0.09705358867984493,0.9213518244879586,0.8946408947308858,53.838232414069665,0.09085106849670399,0.04210781071749667
2000-03-22,1.000064877419851,1.087385497339081,0.9908853796460986,1.085972547531128,567996800.0,AAPL,0.06854974877967379,0.9459642257009234,0.9019999365011852,68.13069741147183,0.1671087145805359,0.06624989906818655
2000-03-23,1.069497156216923,1.1325750894950617,1.0544339717836226,1.0643194913864136,562564800.0,AAPL,-0.019938861432492794,0.9750822867665973,0.9092021147410075,61.463966745202214,0.14357274770736694,0.07632555655718153
2000-03-24,1.0727916324594091,1.084089292804948,1.020540669841455,1.0445480346679688,446913600.0,AAPL,-0.01857661809114286,0.9992239390100751,0.9155255536238353,61.13481161578393,0.09744042158126831,0.08130775402186796
